	id	treatment	condition	day	bwc	burON	hr	hrv	temp	act
277	TM+B08	Transmitter	Metamizol	5	98.5294117647059	NA	483.807339449541	8.20758348623853	36.6711926605505	742.859999999999
278	TM+B08	Transmitter	Metamizol	6	98.5294117647059	NA	NA	NA	NA	NA
279	TM+B08	Transmitter	Metamizol	7	98.5294117647059	92.9849677881174	479.119266055046	12.4121889908257	36.7255963302752	646.859999999999
280	TM+B08	Transmitter	Metamizol	8	99.5098039215686	NA	NA	NA	NA	NA
281	TM+B08	Transmitter	Metamizol	9	101.470588235294	NA	NA	NA	NA	NA
282	TM+B08	Transmitter	Metamizol	10	105.392156862745	NA	NA	NA	NA	NA
283	TM+B08	Transmitter	Metamizol	11	104.901960784314	NA	NA	NA	NA	NA
284	TM+B08	Transmitter	Metamizol	12	104.411764705882	NA	NA	NA	NA	NA
285	TM+B08	Transmitter	Metamizol	13	105.392156862745	NA	NA	NA	NA	NA
286	TM+B08	Transmitter	Metamizol	14	107.843137254902	NA	442.51376146789	16.6167266055046	36.3538532110092	1405.15
287	TM+B08	Transmitter	Metamizol	15	110.78431372549	NA	NA	NA	NA	NA
288	TM+B08	Transmitter	Metamizol	16	102.941176470588	NA	NA	NA	NA	NA
289	TM+B08	Transmitter	Metamizol	17	110.78431372549	NA	NA	NA	NA	NA
290	TM+B08	Transmitter	Metamizol	18	108.823529411765	NA	NA	NA	NA	NA
291	TM+B08	Transmitter	Metamizol	19	110.294117647059	NA	NA	NA	NA	NA
292	TM+B08	Transmitter	Metamizol	20	108.823529411765	NA	NA	NA	NA	NA
293	TM+B08	Transmitter	Metamizol	21	108.333333333333	NA	NA	NA	NA	NA
294	TM+B08	Transmitter	Metamizol	22	108.823529411765	NA	NA	NA	NA	NA
295	TM+B08	Transmitter	Metamizol	23	108.823529411765	NA	NA	NA	NA	NA
296	TM+B08	Transmitter	Metamizol	24	110.78431372549	NA	NA	NA	NA	NA
297	TM+B08	Transmitter	Metamizol	25	111.274509803922	NA	NA	NA	NA	NA
298	TM+B08	Transmitter	Metamizol	26	108.333333333333	NA	NA	NA	NA	NA
299	TM+B08	Transmitter	Metamizol	27	109.313725490196	NA	NA	NA	NA	NA
300	TM+B08	Transmitter	Metamizol	28	110.29	NA	427.559633027523	16.7875467889908	36.6575229357798	2154.48
301	TM+B09	Transmitter	Metamizol	-1	100	80.1817282173541	439.770642201835	16.631223853211	36.2755963302752	1408.15
302	TM+B09	Transmitter	Metamizol	0	91.6256157635468	43.3975731620271	590.591836734694	5.57251354166667	35.5360204081633	81.26
303	TM+B09	Transmitter	Metamizol	1	90.6403940886699	50.8595988538682	607.54128440367	4.99481834862385	37.465871559633	168.06
304	TM+B09	Transmitter	Metamizol	2	92.6108374384236	81.5506101938263	535.238532110092	5.96069633027523	37.1698165137615	316.06
305	TM+B09	Transmitter	Metamizol	3	93.103448275862	NA	512.651376146789	5.37892844036697	36.7687155963303	352.06
306	TM+B09	Transmitter	Metamizol	4	98.5221674876847	89.2627057981389	551.422018348624	5.9714	37.0946788990826	624.86
307	TM+B09	Transmitter	Metamizol	5	99.5073891625616	NA	510.201834862385	7.33662018348624	36.8087155963303	740.449999999999
308	TM+B09	Transmitter	Metamizol	6	100.492610837438	NA	NA	NA	NA	NA
309	TM+B09	Transmitter	Metamizol	7	98.5221674876847	96.137339055794	485.688073394495	10.8521376146789	36.5668807339449	916.259999999999
310	TM+B09	Transmitter	Metamizol	8	104.433497536946	NA	NA	NA	NA	NA
311	TM+B09	Transmitter	Metamizol	9	103.940886699507	NA	NA	NA	NA	NA
312	TM+B09	Transmitter	Metamizol	10	107.389162561576	NA	NA	NA	NA	NA
313	TM+B09	Transmitter	Metamizol	11	105.911330049261	NA	NA	NA	NA	NA
314	TM+B09	Transmitter	Metamizol	12	107.389162561576	NA	NA	NA	NA	NA
315	TM+B09	Transmitter	Metamizol	13	109.35960591133	NA	NA	NA	NA	NA
316	TM+B09	Transmitter	Metamizol	14	111.822660098522	NA	453.311926605505	15.0234550458716	36.2237614678899	1862.16
317	TM+B09	Transmitter	Metamizol	15	110.837438423645	NA	NA	NA	NA	NA
318	TM+B09	Transmitter	Metamizol	16	108.866995073892	NA	NA	NA	NA	NA
319	TM+B09	Transmitter	Metamizol	17	110.344827586207	NA	NA	NA	NA	NA
320	TM+B09	Transmitter	Metamizol	18	112.315270935961	NA	NA	NA	NA	NA
321	TM+B09	Transmitter	Metamizol	19	113.300492610837	NA	NA	NA	NA	NA
322	TM+B09	Transmitter	Metamizol	20	114.285714285714	NA	NA	NA	NA	NA
323	TM+B09	Transmitter	Metamizol	21	112.315270935961	NA	NA	NA	NA	NA
324	TM+B09	Transmitter	Metamizol	22	113.300492610837	NA	NA	NA	NA	NA
325	TM+B09	Transmitter	Metamizol	23	112.315270935961	NA	NA	NA	NA	NA
326	TM+B09	Transmitter	Metamizol	24	113.300492610837	NA	NA	NA	NA	NA
327	TM+B09	Transmitter	Metamizol	25	115.270935960591	NA	NA	NA	NA	NA
328	TM+B09	Transmitter	Metamizol	26	113.793103448276	NA	NA	NA	NA	NA
329	TM+B09	Transmitter	Metamizol	27	113.300492610837	NA	NA	NA	NA	NA
330	TM+B09	Transmitter	Metamizol	28	113.79	NA	439.770642201835	16.631223853211	36.2755963302752	1408.15
331	TM+B10	Transmitter	Metamizol	-1	100	95.6934086926655	443.54128440367	15.237695412844	36.5585321100917	1340.22
332	TM+B10	Transmitter	Metamizol	0	90.9090909090909	3.8488952245189	652.879120879121	4.4404934065934	37.3545054945055	266.66
333	TM+B10	Transmitter	Metamizol	1	91.4141414141414	50.2861230329042	568.94495412844	5.83032935779816	37.5204587155963	347.86
334	TM+B10	Transmitter	Metamizol	2	93.9393939393939	91.4101646385111	514.770642201835	8.02809541284403	37.3366972477064	284.26
335	TM+B10	Transmitter	Metamizol	3	92.9292929292929	NA	500.605504587156	8.62046513761468	37.0271559633027	698.25
336	TM+B10	Transmitter	Metamizol	4	95.4545454545455	87.8484631879914	529.94495412844	7.18899724770642	36.8146788990826	436.66
337	TM+B10	Transmitter	Metamizol	5	96.969696969697	NA	452.752293577982	9.39565963302752	36.4646788990825	819.059999999999
338	TM+B10	Transmitter	Metamizol	6	97.979797979798	NA	NA	NA	NA	NA
339	TM+B10	Transmitter	Metamizol	7	99.4949494949495	76.3364219529579	445.871559633028	12.8917275229358	36.5834862385321	683.86
340	TM+B10	Transmitter	Metamizol	8	101.010101010101	NA	NA	NA	NA	NA
341	TM+B10	Transmitter	Metamizol	9	102.525252525253	NA	NA	NA	NA	NA
342	TM+B10	Transmitter	Metamizol	10	105.555555555556	NA	NA	NA	NA	NA
343	TM+B10	Transmitter	Metamizol	11	105.050505050505	NA	NA	NA	NA	NA
344	TM+B10	Transmitter	Metamizol	12	104.545454545455	NA	NA	NA	NA	NA
345	TM+B10	Transmitter	Metamizol	13	106.565656565657	NA	NA	NA	NA	NA
346	TM+B10	Transmitter	Metamizol	14	107.070707070707	NA	430.220183486239	14.8274302752294	36.173119266055	1227.64
347	TM+B10	Transmitter	Metamizol	15	109.090909090909	NA	NA	NA	NA	NA
348	TM+B10	Transmitter	Metamizol	16	109.090909090909	NA	NA	NA	NA	NA
349	TM+B10	Transmitter	Metamizol	17	106.060606060606	NA	NA	NA	NA	NA
350	TM+B10	Transmitter	Metamizol	18	110.10101010101	NA	NA	NA	NA	NA
351	TM+B10	Transmitter	Metamizol	19	111.616161616162	NA	NA	NA	NA	NA
352	TM+B10	Transmitter	Metamizol	20	110.606060606061	NA	NA	NA	NA	NA
353	TM+B10	Transmitter	Metamizol	21	110.10101010101	NA	NA	NA	NA	NA
354	TM+B10	Transmitter	Metamizol	22	110.10101010101	NA	NA	NA	NA	NA
355	TM+B10	Transmitter	Metamizol	23	112.121212121212	NA	NA	NA	NA	NA
356	TM+B10	Transmitter	Metamizol	24	112.626262626263	NA	NA	NA	NA	NA
357	TM+B10	Transmitter	Metamizol	25	111.616161616162	NA	NA	NA	NA	NA
358	TM+B10	Transmitter	Metamizol	26	111.616161616162	NA	NA	NA	NA	NA
359	TM+B10	Transmitter	Metamizol	27	112.626262626263	NA	NA	NA	NA	NA
360	TM+B10	Transmitter	Metamizol	28	113.13	NA	443.54128440367	15.237695412844	36.5585321100917	1340.22
361	TM+B11	Transmitter	Metamizol	-1	100	90.2090852609248	471.834862385321	14.5750321100917	36.5588073394495	1234.26
362	TM+B11	Transmitter	Metamizol	0	88.7254901960785	0	641.851851851852	3.6042	36.6372839506173	248.66
363	TM+B11	Transmitter	Metamizol	1	88.7254901960785	79.0368271954674	624.752293577982	5.61537064220183	37.5169724770642	359.66
364	TM+B11	Transmitter	Metamizol	2	89.2156862745098	88.872936109117	514.642201834862	6.97791376146789	37.2364220183486	599.66
365	TM+B11	Transmitter	Metamizol	3	91.6666666666667	NA	454.348623853211	6.71123394495413	36.7184403669725	597.86
366	TM+B11	Transmitter	Metamizol	4	95.0980392156863	91.6014234875445	503.788990825688	8.1877	37.0744036697248	1294.26
367	TM+B11	Transmitter	Metamizol	5	95.5882352941177	NA	457.844036697248	8.98987064220184	36.7129357798165	855.07
368	TM+B11	Transmitter	Metamizol	6	95.5882352941177	NA	NA	NA	NA	NA
369	TM+B11	Transmitter	Metamizol	7	97.0588235294118	86.7002156721783	455.94495412844	11.0430660550459	36.5611926605505	683.26
370	TM+B11	Transmitter	Metamizol	8	99.0196078431373	NA	NA	NA	NA	NA
371	TM+B11	Transmitter	Metamizol	9	100.980392156863	NA	NA	NA	NA	NA
372	TM+B11	Transmitter	Metamizol	10	100.980392156863	NA	NA	NA	NA	NA
373	TM+B11	Transmitter	Metamizol	11	101.470588235294	NA	NA	NA	NA	NA
374	TM+B11	Transmitter	Metamizol	12	101.470588235294	NA	NA	NA	NA	NA
375	TM+B11	Transmitter	Metamizol	13	104.411764705882	NA	NA	NA	NA	NA
376	TM+B11	Transmitter	Metamizol	14	104.901960784314	NA	457.51376146789	16.6759449541284	36.3475229357798	1472.35
377	TM+B11	Transmitter	Metamizol	15	100.980392156863	NA	NA	NA	NA	NA
378	TM+B11	Transmitter	Metamizol	16	102.450980392157	NA	NA	NA	NA	NA
379	TM+B11	Transmitter	Metamizol	17	102.941176470588	NA	NA	NA	NA	NA
380	TM+B11	Transmitter	Metamizol	18	104.901960784314	NA	NA	NA	NA	NA
381	TM+B11	Transmitter	Metamizol	19	105.882352941176	NA	NA	NA	NA	NA
382	TM+B11	Transmitter	Metamizol	20	107.352941176471	NA	NA	NA	NA	NA
383	TM+B11	Transmitter	Metamizol	21	107.352941176471	NA	NA	NA	NA	NA
384	TM+B11	Transmitter	Metamizol	22	105.392156862745	NA	NA	NA	NA	NA
385	TM+B11	Transmitter	Metamizol	23	105.392156862745	NA	NA	NA	NA	NA
386	TM+B11	Transmitter	Metamizol	24	108.333333333333	NA	NA	NA	NA	NA
387	TM+B11	Transmitter	Metamizol	25	109.803921568627	NA	NA	NA	NA	NA
388	TM+B11	Transmitter	Metamizol	26	107.352941176471	NA	NA	NA	NA	NA
389	TM+B11	Transmitter	Metamizol	27	108.333333333333	NA	NA	NA	NA	NA
390	TM+B11	Transmitter	Metamizol	28	109.31	NA	471.834862385321	14.5750321100917	36.5588073394495	1234.26
391	Ca_002	Sham	Carprofen	-1	100	90.4500271323566	NA	NA	NA	NA
392	Ca_002	Sham	Carprofen	0	97.8142076502732	82.2094691535151	NA	NA	NA	NA
393	Ca_002	Sham	Carprofen	1	96.7213114754098	88.135593220339	NA	NA	NA	NA
394	Ca_002	Sham	Carprofen	2	97.2677595628415	94.1342756183746	NA	NA	NA	NA
395	Ca_002	Sham	Carprofen	3	97.8142076502732	NA	NA	NA	NA	NA
396	Ca_002	Sham	Carprofen	4	99.4535519125683	92.6846590909091	NA	NA	NA	NA
397	Ca_002	Sham	Carprofen	5	102.732240437158	NA	NA	NA	NA	NA
398	Ca_002	Sham	Carprofen	6	99.4535519125683	NA	NA	NA	NA	NA
399	Ca_002	Sham	Carprofen	7	97.2677595628415	90.5270655270655	NA	NA	NA	NA
400	Ca_002	Sham	Carprofen	8	101.092896174863	NA	NA	NA	NA	NA
401	Ca_002	Sham	Carprofen	9	102.732240437158	NA	NA	NA	NA	NA
402	Ca_002	Sham	Carprofen	10	103.27868852459	NA	NA	NA	NA	NA
403	Ca_002	Sham	Carprofen	11	101.092896174863	NA	NA	NA	NA	NA
404	Ca_002	Sham	Carprofen	12	102.732240437158	NA	NA	NA	NA	NA
405	Ca_002	Sham	Carprofen	13	104.918032786885	NA	NA	NA	NA	NA
406	Ca_002	Sham	Carprofen	14	106.010928961749	NA	NA	NA	NA	NA
407	Ca_002	Sham	Carprofen	15	107.103825136612	NA	NA	NA	NA	NA
408	Ca_002	Sham	Carprofen	16	106.010928961749	NA	NA	NA	NA	NA
409	Ca_002	Sham	Carprofen	17	104.918032786885	NA	NA	NA	NA	NA
410	Ca_002	Sham	Carprofen	18	107.103825136612	NA	NA	NA	NA	NA
411	Ca_002	Sham	Carprofen	19	108.743169398907	NA	NA	NA	NA	NA
412	Ca_002	Sham	Carprofen	20	107.650273224044	NA	NA	NA	NA	NA
413	Ca_002	Sham	Carprofen	21	107.650273224044	NA	NA	NA	NA	NA
414	Ca_002	Sham	Carprofen	22	109.289617486339	NA	NA	NA	NA	NA
415	Ca_002	Sham	Carprofen	23	108.196721311475	NA	NA	NA	NA	NA
416	Ca_002	Sham	Carprofen	24	108.743169398907	NA	NA	NA	NA	NA
417	Ca_002	Sham	Carprofen	25	108.196721311475	NA	NA	NA	NA	NA
418	Ca_002	Sham	Carprofen	26	108.196721311475	NA	NA	NA	NA	NA
419	Ca_002	Sham	Carprofen	27	109.83606557377	NA	NA	NA	NA	NA
420	Ca_002	Sham	Carprofen	28	113.66	NA	NA	NA	NA	NA
421	Ca_004	Sham	Carprofen	-1	100	96.8252339881201	NA	NA	NA	NA
422	Ca_004	Sham	Carprofen	0	97.9274611398964	100	NA	NA	NA	NA
423	Ca_004	Sham	Carprofen	1	97.9274611398964	96.3924963924964	NA	NA	NA	NA
424	Ca_004	Sham	Carprofen	2	100	96.3041933191187	NA	NA	NA	NA
425	Ca_004	Sham	Carprofen	3	99.4818652849741	NA	NA	NA	NA	NA
426	Ca_004	Sham	Carprofen	4	97.9274611398964	87.6978417266187	NA	NA	NA	NA
427	Ca_004	Sham	Carprofen	5	101.036269430052	NA	NA	NA	NA	NA
428	Ca_004	Sham	Carprofen	6	99.4818652849741	NA	NA	NA	NA	NA
429	Ca_004	Sham	Carprofen	7	99.4818652849741	97.5106685633001	NA	NA	NA	NA
430	Ca_004	Sham	Carprofen	8	102.072538860104	NA	NA	NA	NA	NA
431	Ca_004	Sham	Carprofen	9	103.108808290155	NA	NA	NA	NA	NA
432	Ca_004	Sham	Carprofen	10	105.181347150259	NA	NA	NA	NA	NA
433	Ca_004	Sham	Carprofen	11	104.145077720207	NA	NA	NA	NA	NA
434	Ca_004	Sham	Carprofen	12	105.181347150259	NA	NA	NA	NA	NA
435	Ca_004	Sham	Carprofen	13	106.217616580311	NA	NA	NA	NA	NA
436	Ca_004	Sham	Carprofen	14	108.290155440414	NA	NA	NA	NA	NA
437	Ca_004	Sham	Carprofen	15	106.217616580311	NA	NA	NA	NA	NA
438	Ca_004	Sham	Carprofen	16	107.772020725389	NA	NA	NA	NA	NA
439	Ca_004	Sham	Carprofen	17	109.844559585492	NA	NA	NA	NA	NA
440	Ca_004	Sham	Carprofen	18	108.80829015544	NA	NA	NA	NA	NA
441	Ca_004	Sham	Carprofen	19	107.253886010363	NA	NA	NA	NA	NA
442	Ca_004	Sham	Carprofen	20	108.80829015544	NA	NA	NA	NA	NA
443	Ca_004	Sham	Carprofen	21	109.844559585492	NA	NA	NA	NA	NA
444	Ca_004	Sham	Carprofen	22	110.880829015544	NA	NA	NA	NA	NA
445	Ca_004	Sham	Carprofen	23	108.290155440414	NA	NA	NA	NA	NA
446	Ca_004	Sham	Carprofen	24	111.917098445596	NA	NA	NA	NA	NA
447	Ca_004	Sham	Carprofen	25	110.880829015544	NA	NA	NA	NA	NA
448	Ca_004	Sham	Carprofen	26	114.507772020725	NA	NA	NA	NA	NA
449	Ca_004	Sham	Carprofen	27	111.917098445596	NA	NA	NA	NA	NA
450	Ca_004	Sham	Carprofen	28	109.33	NA	NA	NA	NA	NA
451	Ca_007	Sham	Carprofen	-1	100	91.4665771894911	NA	NA	NA	NA
452	Ca_007	Sham	Carprofen	0	97.6744186046512	84.9206349206349	NA	NA	NA	NA
453	Ca_007	Sham	Carprofen	1	97.6744186046512	97.780959198282	NA	NA	NA	NA
454	Ca_007	Sham	Carprofen	2	98.2558139534884	99.0647482014388	NA	NA	NA	NA
455	Ca_007	Sham	Carprofen	3	98.2558139534884	NA	NA	NA	NA	NA
456	Ca_007	Sham	Carprofen	4	98.2558139534884	95.4448398576512	NA	NA	NA	NA
457	Ca_007	Sham	Carprofen	5	101.744186046512	NA	NA	NA	NA	NA
458	Ca_007	Sham	Carprofen	6	98.2558139534884	NA	NA	NA	NA	NA
459	Ca_007	Sham	Carprofen	7	102.325581395349	82.4285714285714	NA	NA	NA	NA
460	Ca_007	Sham	Carprofen	8	100.581395348837	NA	NA	NA	NA	NA
461	Ca_007	Sham	Carprofen	9	104.06976744186	NA	NA	NA	NA	NA
462	Ca_007	Sham	Carprofen	10	103.488372093023	NA	NA	NA	NA	NA
463	Ca_007	Sham	Carprofen	11	100.581395348837	NA	NA	NA	NA	NA
464	Ca_007	Sham	Carprofen	12	101.744186046512	NA	NA	NA	NA	NA
465	Ca_007	Sham	Carprofen	13	103.488372093023	NA	NA	NA	NA	NA
466	Ca_007	Sham	Carprofen	14	105.813953488372	NA	NA	NA	NA	NA
467	Ca_007	Sham	Carprofen	15	105.813953488372	NA	NA	NA	NA	NA
468	Ca_007	Sham	Carprofen	16	105.232558139535	NA	NA	NA	NA	NA
469	Ca_007	Sham	Carprofen	17	104.651162790698	NA	NA	NA	NA	NA
470	Ca_007	Sham	Carprofen	18	105.232558139535	NA	NA	NA	NA	NA
471	Ca_007	Sham	Carprofen	19	108.720930232558	NA	NA	NA	NA	NA
472	Ca_007	Sham	Carprofen	20	105.813953488372	NA	NA	NA	NA	NA
473	Ca_007	Sham	Carprofen	21	108.139534883721	NA	NA	NA	NA	NA
474	Ca_007	Sham	Carprofen	22	108.139534883721	NA	NA	NA	NA	NA
475	Ca_007	Sham	Carprofen	23	111.046511627907	NA	NA	NA	NA	NA
476	Ca_007	Sham	Carprofen	24	111.046511627907	NA	NA	NA	NA	NA
477	Ca_007	Sham	Carprofen	25	109.302325581395	NA	NA	NA	NA	NA
478	Ca_007	Sham	Carprofen	26	109.302325581395	NA	NA	NA	NA	NA
479	Ca_007	Sham	Carprofen	27	109.883720930233	NA	NA	NA	NA	NA
480	Ca_007	Sham	Carprofen	28	111.63	NA	NA	NA	NA	NA
481	Ca_010	Sham	Carprofen	-1	100	98.8522238163558	NA	NA	NA	NA
482	Ca_010	Sham	Carprofen	0	98.9528795811518	100	NA	NA	NA	NA
483	Ca_010	Sham	Carprofen	1	99.4764397905759	100	NA	NA	NA	NA
484	Ca_010	Sham	Carprofen	2	100	92.1108742004264	NA	NA	NA	NA
485	Ca_010	Sham	Carprofen	3	100	NA	NA	NA	NA	NA
486	Ca_010	Sham	Carprofen	4	100	100	NA	NA	NA	NA
487	Ca_010	Sham	Carprofen	5	100	NA	NA	NA	NA	NA
488	Ca_010	Sham	Carprofen	6	101.570680628272	NA	NA	NA	NA	NA
489	Ca_010	Sham	Carprofen	7	98.4293193717277	100	NA	NA	NA	NA
490	Ca_010	Sham	Carprofen	8	101.570680628272	NA	NA	NA	NA	NA
491	Ca_010	Sham	Carprofen	9	102.61780104712	NA	NA	NA	NA	NA
492	Ca_010	Sham	Carprofen	10	102.61780104712	NA	NA	NA	NA	NA
493	Ca_010	Sham	Carprofen	11	102.094240837696	NA	NA	NA	NA	NA
494	Ca_010	Sham	Carprofen	12	104.188481675393	NA	NA	NA	NA	NA
495	Ca_010	Sham	Carprofen	13	105.235602094241	NA	NA	NA	NA	NA
496	Ca_010	Sham	Carprofen	14	106.806282722513	NA	NA	NA	NA	NA
497	Ca_010	Sham	Carprofen	15	104.188481675393	NA	NA	NA	NA	NA
498	Ca_010	Sham	Carprofen	16	107.853403141361	NA	NA	NA	NA	NA
499	Ca_010	Sham	Carprofen	17	105.759162303665	NA	NA	NA	NA	NA
500	Ca_010	Sham	Carprofen	18	109.424083769633	NA	NA	NA	NA	NA
501	Ca_010	Sham	Carprofen	19	108.376963350785	NA	NA	NA	NA	NA
502	Ca_010	Sham	Carprofen	20	108.376963350785	NA	NA	NA	NA	NA
503	Ca_010	Sham	Carprofen	21	106.806282722513	NA	NA	NA	NA	NA
504	Ca_010	Sham	Carprofen	22	111.51832460733	NA	NA	NA	NA	NA
505	Ca_010	Sham	Carprofen	23	112.565445026178	NA	NA	NA	NA	NA
506	Ca_010	Sham	Carprofen	24	110.994764397906	NA	NA	NA	NA	NA
507	Ca_010	Sham	Carprofen	25	109.947643979058	NA	NA	NA	NA	NA
508	Ca_010	Sham	Carprofen	26	111.51832460733	NA	NA	NA	NA	NA
509	Ca_010	Sham	Carprofen	27	111.51832460733	NA	NA	NA	NA	NA
510	Ca_010	Sham	Carprofen	28	108.9	NA	NA	NA	NA	NA
511	Ca_012	Sham	Carprofen	-1	100	92.5566798737933	NA	NA	NA	NA
512	Ca_012	Sham	Carprofen	0	89.3617021276596	46.5149359886202	NA	NA	NA	NA
513	Ca_012	Sham	Carprofen	1	93.6170212765958	87.8787878787879	NA	NA	NA	NA
514	Ca_012	Sham	Carprofen	2	95.7446808510638	94.5234708392603	NA	NA	NA	NA
515	Ca_012	Sham	Carprofen	3	99.468085106383	NA	NA	NA	NA	NA
516	Ca_012	Sham	Carprofen	4	100	90.4522613065327	NA	NA	NA	NA
517	Ca_012	Sham	Carprofen	5	98.936170212766	NA	NA	NA	NA	NA
518	Ca_012	Sham	Carprofen	6	102.127659574468	NA	NA	NA	NA	NA
519	Ca_012	Sham	Carprofen	7	101.063829787234	97.2837741243746	NA	NA	NA	NA
520	Ca_012	Sham	Carprofen	8	100	NA	NA	NA	NA	NA
521	Ca_012	Sham	Carprofen	9	101.063829787234	NA	NA	NA	NA	NA
522	Ca_012	Sham	Carprofen	10	103.191489361702	NA	NA	NA	NA	NA
523	Ca_012	Sham	Carprofen	11	104.787234042553	NA	NA	NA	NA	NA
524	Ca_012	Sham	Carprofen	12	102.127659574468	NA	NA	NA	NA	NA
525	Ca_012	Sham	Carprofen	13	104.787234042553	NA	NA	NA	NA	NA
526	Ca_012	Sham	Carprofen	14	104.787234042553	NA	NA	NA	NA	NA
527	Ca_012	Sham	Carprofen	15	106.914893617021	NA	NA	NA	NA	NA
528	Ca_012	Sham	Carprofen	16	106.382978723404	NA	NA	NA	NA	NA
529	Ca_012	Sham	Carprofen	17	106.382978723404	NA	NA	NA	NA	NA
530	Ca_012	Sham	Carprofen	18	106.914893617021	NA	NA	NA	NA	NA
531	Ca_012	Sham	Carprofen	19	108.510638297872	NA	NA	NA	NA	NA
532	Ca_012	Sham	Carprofen	20	109.042553191489	NA	NA	NA	NA	NA
533	Ca_012	Sham	Carprofen	21	107.446808510638	NA	NA	NA	NA	NA
534	Ca_012	Sham	Carprofen	22	107.446808510638	NA	NA	NA	NA	NA
535	Ca_012	Sham	Carprofen	23	103.723404255319	NA	NA	NA	NA	NA
536	Ca_012	Sham	Carprofen	24	109.574468085106	NA	NA	NA	NA	NA
537	Ca_012	Sham	Carprofen	25	109.042553191489	NA	NA	NA	NA	NA
538	Ca_012	Sham	Carprofen	26	109.574468085106	NA	NA	NA	NA	NA
539	Ca_012	Sham	Carprofen	27	108.510638297872	NA	NA	NA	NA	NA
540	Ca_012	Sham	Carprofen	28	110.1	NA	NA	NA	NA	NA
541	Ca_014	Sham	Carprofen	-1	100	93.8709756306323	NA	NA	NA	NA
542	Ca_014	Sham	Carprofen	0	100	80.8327351040919	NA	NA	NA	NA
543	Ca_014	Sham	Carprofen	1	100	89.7727272727273	NA	NA	NA	NA
544	Ca_014	Sham	Carprofen	2	101.648351648352	98.5744832501782	NA	NA	NA	NA
545	Ca_014	Sham	Carprofen	3	100.549450549451	NA	NA	NA	NA	NA
546	Ca_014	Sham	Carprofen	4	101.648351648352	94.6996466431095	NA	NA	NA	NA
547	Ca_014	Sham	Carprofen	5	99.4505494505495	NA	NA	NA	NA	NA
548	Ca_014	Sham	Carprofen	6	101.098901098901	NA	NA	NA	NA	NA
549	Ca_014	Sham	Carprofen	7	101.098901098901	100	NA	NA	NA	NA
550	Ca_014	Sham	Carprofen	8	100.549450549451	NA	NA	NA	NA	NA
551	Ca_014	Sham	Carprofen	9	100.549450549451	NA	NA	NA	NA	NA
552	Ca_014	Sham	Carprofen	10	102.197802197802	NA	NA	NA	NA	NA
553	Ca_014	Sham	Carprofen	11	103.846153846154	NA	NA	NA	NA	NA
554	Ca_014	Sham	Carprofen	12	105.494505494505	NA	NA	NA	NA	NA
555	Ca_014	Sham	Carprofen	13	106.043956043956	NA	NA	NA	NA	NA
556	Ca_014	Sham	Carprofen	14	108.791208791209	NA	NA	NA	NA	NA
557	Ca_014	Sham	Carprofen	15	110.43956043956	NA	NA	NA	NA	NA
558	Ca_014	Sham	Carprofen	16	109.89010989011	NA	NA	NA	NA	NA
559	Ca_014	Sham	Carprofen	17	111.538461538462	NA	NA	NA	NA	NA
560	Ca_014	Sham	Carprofen	18	108.241758241758	NA	NA	NA	NA	NA
561	Ca_014	Sham	Carprofen	19	107.692307692308	NA	NA	NA	NA	NA
562	Ca_014	Sham	Carprofen	20	109.340659340659	NA	NA	NA	NA	NA
563	Ca_014	Sham	Carprofen	21	109.89010989011	NA	NA	NA	NA	NA
564	Ca_014	Sham	Carprofen	22	107.142857142857	NA	NA	NA	NA	NA
565	Ca_014	Sham	Carprofen	23	105.494505494505	NA	NA	NA	NA	NA
566	Ca_014	Sham	Carprofen	24	110.43956043956	NA	NA	NA	NA	NA
567	Ca_014	Sham	Carprofen	25	101.648351648352	NA	NA	NA	NA	NA
568	Ca_014	Sham	Carprofen	26	112.087912087912	NA	NA	NA	NA	NA
569	Ca_014	Sham	Carprofen	27	112.087912087912	NA	NA	NA	NA	NA
570	Ca_014	Sham	Carprofen	28	111.54	NA	NA	NA	NA	NA
571	Ca_016	Sham	Carprofen	-1	100	100	NA	NA	NA	NA
572	Ca_016	Sham	Carprofen	0	100.529100529101	91.492429704398	NA	NA	NA	NA
573	Ca_016	Sham	Carprofen	1	98.4126984126984	100	NA	NA	NA	NA
574	Ca_016	Sham	Carprofen	2	100.529100529101	100	NA	NA	NA	NA
575	Ca_016	Sham	Carprofen	3	100	NA	NA	NA	NA	NA
576	Ca_016	Sham	Carprofen	4	103.174603174603	100	NA	NA	NA	NA
577	Ca_016	Sham	Carprofen	5	101.058201058201	NA	NA	NA	NA	NA
578	Ca_016	Sham	Carprofen	6	100.529100529101	NA	NA	NA	NA	NA
579	Ca_016	Sham	Carprofen	7	100	98.074179743224	NA	NA	NA	NA
580	Ca_016	Sham	Carprofen	8	99.4708994708995	NA	NA	NA	NA	NA
581	Ca_016	Sham	Carprofen	9	103.703703703704	NA	NA	NA	NA	NA
582	Ca_016	Sham	Carprofen	10	105.291005291005	NA	NA	NA	NA	NA
583	Ca_016	Sham	Carprofen	11	102.116402116402	NA	NA	NA	NA	NA
584	Ca_016	Sham	Carprofen	12	101.587301587302	NA	NA	NA	NA	NA
585	Ca_016	Sham	Carprofen	13	103.703703703704	NA	NA	NA	NA	NA
586	Ca_016	Sham	Carprofen	14	104.761904761905	NA	NA	NA	NA	NA
