	id	treatment	condition	day	bwc	hr	hrv	temp	act
441	TDSS_021	DSS	TM	4	100.4545455	450.1157025	16.26444679	35.25	491.01
442	TDSS_021	DSS	TM	5	95	481.785124	13.06901376	35.31	334.88
443	TDSS_021	DSS	TM	6	94.54545455	502.7190083	10.50323853	35.43	313.22
444	TDSS_021	DSS	TM	7	92.27272727	475.3801653	12.69089725	35.38	403.2
445	TDSS_021	DSS	TM	8	93.63636364	434.7768595	12.95031835	35.26	480.15
446	TDSS_021	DSS	TM	9	97.72727273	425.5867769	15.62491468	35.34	468.84
447	TDSS_021	DSS	TM	10	100.4545455	NA	NA	NA	NA
448	TDSS_021	DSS	TM	11	100	NA	NA	NA	NA
449	TDSS_021	DSS	TM	12	98.18181818	NA	NA	NA	NA
450	TDSS_021	DSS	TM	13	99.09090909	NA	NA	NA	NA
451	TDSS_022	DSS	sham	-1	100	NA	NA	NA	NA
452	TDSS_022	DSS	sham	0	101.826484	NA	NA	NA	NA
453	TDSS_022	DSS	sham	1	100.913242	NA	NA	NA	NA
454	TDSS_022	DSS	sham	2	97.26027397	NA	NA	NA	NA
455	TDSS_022	DSS	sham	3	99.543379	NA	NA	NA	NA
456	TDSS_022	DSS	sham	4	98.63013699	NA	NA	NA	NA
457	TDSS_022	DSS	sham	5	96.80365297	NA	NA	NA	NA
458	TDSS_022	DSS	sham	6	92.69406393	NA	NA	NA	NA
459	TDSS_022	DSS	sham	7	91.32420091	NA	NA	NA	NA
460	TDSS_022	DSS	sham	8	91.32420091	NA	NA	NA	NA
461	TDSS_022	DSS	sham	9	98.17351598	NA	NA	NA	NA
462	TDSS_022	DSS	sham	10	100	NA	NA	NA	NA
463	TDSS_022	DSS	sham	11	98.17351598	NA	NA	NA	NA
464	TDSS_022	DSS	sham	12	99.08675799	NA	NA	NA	NA
465	TDSS_022	DSS	sham	13	99.543379	NA	NA	NA	NA
466	TDSS_023	control	TM	-1	100	474.8347107	15.18	36.68	745
467	TDSS_023	control	TM	0	100.9259259	NA	NA	NA	NA
468	TDSS_023	control	TM	1	100.462963	461	13.41296881	36.45181818	823.15
469	TDSS_023	control	TM	2	102.3148148	466.1983471	14.16970917	36.62520661	710.4
470	TDSS_023	control	TM	3	100.462963	462	14.82812844	36.47719008	833.77
471	TDSS_023	control	TM	4	100.9259259	461.5030543	14.88075138	36.81272727	663.25
472	TDSS_023	control	TM	5	100.9259259	466.6446281	14.88075138	36.55966942	807.01
473	TDSS_023	control	TM	6	101.8518519	471.7933884	13.10055688	36.60595041	665.02
474	TDSS_023	control	TM	7	102.7777778	452.3057851	15.43532752	36.38495868	763.56
475	TDSS_023	control	TM	8	101.3888889	466.0743802	13.94693578	36.68289256	820.19
476	TDSS_023	control	TM	9	101.3888889	470.8512397	16.32431193	36.66016529	743.08
477	TDSS_023	control	TM	10	101.8518519	NA	NA	NA	NA
478	TDSS_023	control	TM	11	102.7777778	NA	NA	NA	NA
479	TDSS_023	control	TM	12	103.7037037	NA	NA	NA	NA
480	TDSS_023	control	TM	13	102.3148148	NA	NA	NA	NA
481	TDSS_024	control	TM	-1	100	456.8181818	15.36	36.59	993
482	TDSS_024	control	TM	0	100.8888889	NA	NA	NA	NA
483	TDSS_024	control	TM	1	101.7777778	481	16.37303303	36.19231405	572.98
484	TDSS_024	control	TM	2	100.4444444	455.9008264	13.98168532	36.34082645	616.07
485	TDSS_024	control	TM	3	98.66666667	481	16.98765505	36.67487603	622.53
486	TDSS_024	control	TM	4	100	481.1848724	16.45826239	36.14628099	618.4
487	TDSS_024	control	TM	5	101.3333333	488.8016529	16.45826239	36.55429752	478.81
488	TDSS_024	control	TM	6	100.4444444	472.892562	13.16742936	36.47884298	914.2
489	TDSS_024	control	TM	7	99.55555556	459.6280992	13.13413211	36.44520661	662.13
490	TDSS_024	control	TM	8	100.8888889	452.0082645	15.04972385	36.57099174	728.11
491	TDSS_024	control	TM	9	101.3333333	420.7107438	17.30714679	36.21752066	720.41
492	TDSS_024	control	TM	10	102.2222222	NA	NA	NA	NA
493	TDSS_024	control	TM	11	100.8888889	NA	NA	NA	NA
494	TDSS_024	control	TM	12	101.3333333	NA	NA	NA	NA
495	TDSS_024	control	TM	13	100.8888889	NA	NA	NA	NA
496	TDSS_025	DSS	TM	-1	100	474	11.93	36.49	987
497	TDSS_025	DSS	TM	0	106.6350711	NA	NA	NA	NA
498	TDSS_025	DSS	TM	1	106.1611374	467.322314	10.50876514	36.4	880.14
499	TDSS_025	DSS	TM	2	107.5829384	461.7603306	10.92545413	36.41	797.08
500	TDSS_025	DSS	TM	3	103.3175355	460.322314	10.93099083	36.68	1015.96
501	TDSS_025	DSS	TM	4	98.57819905	463.9633028	10.70676055	36.51	791.2
502	TDSS_025	DSS	TM	5	92.89099526	464.1481481	8.63136789	36.305	351.26
503	TDSS_025	DSS	TM	6	90.99526066	506.5504587	6.392953211	36.48	305.02
504	TDSS_025	DSS	TM	7	90.52132701	489.5321101	6.278892661	36.95	302.34
505	TDSS_025	DSS	TM	8	93.36492891	452.3486239	7.172687963	36.41	345.22
506	TDSS_025	DSS	TM	9	96.68246445	450.1559633	7.186801835	35.73	336.46
507	TDSS_025	DSS	TM	10	99.52606635	NA	NA	NA	NA
508	TDSS_025	DSS	TM	11	106.1611374	NA	NA	NA	NA
509	TDSS_025	DSS	TM	12	102.8436019	NA	NA	NA	NA
510	TDSS_025	DSS	TM	13	101.8957346	NA	NA	NA	NA
511	TDSS_026	DSS	sham	-1	100	NA	NA	NA	NA
512	TDSS_026	DSS	sham	0	102.8846154	NA	NA	NA	NA
513	TDSS_026	DSS	sham	1	100.9615385	NA	NA	NA	NA
514	TDSS_026	DSS	sham	2	101.9230769	NA	NA	NA	NA
515	TDSS_026	DSS	sham	3	103.8461538	NA	NA	NA	NA
516	TDSS_026	DSS	sham	4	99.03846154	NA	NA	NA	NA
517	TDSS_026	DSS	sham	5	96.63461538	NA	NA	NA	NA
518	TDSS_026	DSS	sham	6	88.94230769	NA	NA	NA	NA
519	TDSS_026	DSS	sham	7	86.05769231	NA	NA	NA	NA
520	TDSS_026	DSS	sham	8	85.57692308	NA	NA	NA	NA
521	TDSS_026	DSS	sham	9	90.38461538	NA	NA	NA	NA
522	TDSS_026	DSS	sham	10	93.75	NA	NA	NA	NA
523	TDSS_026	DSS	sham	11	97.59615385	NA	NA	NA	NA
524	TDSS_026	DSS	sham	12	100.4807692	NA	NA	NA	NA
525	TDSS_026	DSS	sham	13	101.4423077	NA	NA	NA	NA
526	TDSS_027	DSS	TM	-1	100	459	13.1	35.37	932
527	TDSS_027	DSS	TM	0	101.3636364	NA	NA	NA	NA
528	TDSS_027	DSS	TM	1	100.9090909	492.5454545	17.29034679	35.38	997.22
529	TDSS_027	DSS	TM	2	100.4545455	482.4380165	10.53015963	35.33	1178.89
530	TDSS_027	DSS	TM	3	100	459.7933884	11.79001835	35.39	898.74
531	TDSS_027	DSS	TM	4	97.72727273	484.7522936	12.92061835	35.41	906.02
532	TDSS_027	DSS	TM	5	94.09090909	474.7314815	10.43381927	35.385	418.42
533	TDSS_027	DSS	TM	6	88.63636364	529.7431193	9.103393578	35.41	348.06
534	TDSS_027	DSS	TM	7	87.27272727	493.5412844	8.509325688	35.46	226.9
535	TDSS_027	DSS	TM	8	87.27272727	468.3761468	9.757529358	35.27	391.58
536	TDSS_027	DSS	TM	9	92.72727273	434.9174312	11.43583486	35.2	603.58
537	TDSS_027	DSS	TM	10	94.09090909	NA	NA	NA	NA
538	TDSS_027	DSS	TM	11	102.2727273	NA	NA	NA	NA
539	TDSS_027	DSS	TM	12	100.4545455	NA	NA	NA	NA
540	TDSS_027	DSS	TM	13	100.4545455	NA	NA	NA	NA
541	TDSS_028	DSS	sham	-1	100	NA	NA	NA	NA
542	TDSS_028	DSS	sham	0	100.9615385	NA	NA	NA	NA
543	TDSS_028	DSS	sham	1	101.9230769	NA	NA	NA	NA
544	TDSS_028	DSS	sham	2	99.51923077	NA	NA	NA	NA
545	TDSS_028	DSS	sham	3	100.9615385	NA	NA	NA	NA
546	TDSS_028	DSS	sham	4	98.07692308	NA	NA	NA	NA
547	TDSS_028	DSS	sham	5	98.07692308	NA	NA	NA	NA
548	TDSS_028	DSS	sham	6	98.07692308	NA	NA	NA	NA
549	TDSS_028	DSS	sham	7	95.67307692	NA	NA	NA	NA
550	TDSS_028	DSS	sham	8	100	NA	NA	NA	NA
551	TDSS_028	DSS	sham	9	100.4807692	NA	NA	NA	NA
552	TDSS_028	DSS	sham	10	100.9615385	NA	NA	NA	NA
553	TDSS_028	DSS	sham	11	102.4038462	NA	NA	NA	NA
554	TDSS_028	DSS	sham	12	102.4038462	NA	NA	NA	NA
555	TDSS_028	DSS	sham	13	101.9230769	NA	NA	NA	NA
556	TDSS_029	control	TM	-1	100	462	15.39	36.46	1016
557	TDSS_029	control	TM	0	100.9259259	NA	NA	NA	NA
558	TDSS_029	control	TM	1	100.9259259	435	17.29034679	36.29157025	814.3
559	TDSS_029	control	TM	2	100.9259259	432.5867769	17.03911193	36.05561983	851.64
560	TDSS_029	control	TM	3	101.8518519	439.4710744	17.1015367	36.26876033	1022.12
561	TDSS_029	control	TM	4	99.53703704	452.6513761	15.89116606	36.68724771	840.62
562	TDSS_029	control	TM	5	99.07407407	440.4259259	15.89116606	36.50768519	705.28
563	TDSS_029	control	TM	6	100	431.6330275	18.42992661	36.35330275	455
564	TDSS_029	control	TM	7	101.8518519	443.440367	16.72506972	36.19944954	509.94
565	TDSS_029	control	TM	8	102.3148148	433.2110092	17.78375413	36.19880734	624.04
566	TDSS_029	control	TM	9	100.9259259	462.4311927	16.7286	36.46761468	597
567	TDSS_029	control	TM	10	101.8518519	NA	NA	NA	NA
568	TDSS_029	control	TM	11	101.3888889	NA	NA	NA	NA
569	TDSS_029	control	TM	12	102.3148148	NA	NA	NA	NA
570	TDSS_029	control	TM	13	100	NA	NA	NA	NA
571	TDSS_030	control	TM	-1	100	453.8347107	14.86	36.37	479
572	TDSS_030	control	TM	0	99.53051643	NA	NA	NA	NA
573	TDSS_030	control	TM	1	100	461	13.09359633	36.33942149	523.92
574	TDSS_030	control	TM	2	104.2253521	468.4710744	17.30347615	35.95289256	546.66
575	TDSS_030	control	TM	3	105.1643192	465.322314	20.65312294	36.0022314	656.46
576	TDSS_030	control	TM	4	101.8779343	421.9357798	15.25338532	36.03513761	626.46
577	TDSS_030	control	TM	5	100	465.4722222	15.25338532	36.56527778	435.58
578	TDSS_030	control	TM	6	101.4084507	459.440367	12.67938532	36.35541284	395.08
579	TDSS_030	control	TM	7	102.3474178	434.9082569	12.7797789	36.39119266	509.08
580	TDSS_030	control	TM	8	102.8169014	441.8348624	14.18479633	36.17119266	446.98
581	TDSS_030	control	TM	9	104.2253521	449.322314	12.83221651	36.11862385	559
582	TDSS_030	control	TM	10	102.8169014	NA	NA	NA	NA
583	TDSS_030	control	TM	11	100.9389671	NA	NA	NA	NA
584	TDSS_030	control	TM	12	100	NA	NA	NA	NA
585	TDSS_030	control	TM	13	101.8779343	NA	NA	NA	NA
